c_order_id, c_order_date, c_order_time, c_order_subtotal, c_order_tax, c_order_total, c_order_payment_type
13932, 2023-4-27, 20:59:21, 11, 0.91, 11.91, credit
13933, 2023-4-27, 16:13:21, 26, 2.15, 28.14, debit
13934, 2023-4-27, 14:26:19, 20, 1.65, 21.65, debit
13935, 2023-4-27, 16:36:7, 14, 1.16, 15.15, debit
13936, 2023-4-27, 12:4:32, 10, 0.83, 10.82, debit
13937, 2023-4-27, 22:20:42, 13, 1.07, 14.07, credit
13938, 2023-4-27, 13:56:53, 29, 2.39, 31.39, debit
13939, 2023-4-27, 18:31:0, 22, 1.82, 23.82, cash
13940, 2023-4-27, 11:23:54, 27, 2.23, 29.23, cash
13941, 2023-4-27, 12:32:40, 27, 2.23, 29.23, debit
13942, 2023-4-27, 19:28:50, 25, 2.06, 27.06, credit
13943, 2023-4-27, 16:23:18, 18, 1.49, 19.48, cash
13944, 2023-4-27, 15:27:48, 26, 2.15, 28.14, debit
13945, 2023-4-27, 15:30:4, 7, 0.58, 7.58, debit
13946, 2023-4-27, 22:8:20, 23, 1.90, 24.90, cash
13947, 2023-4-27, 12:34:27, 24, 1.98, 25.98, debit
13948, 2023-4-27, 18:43:41, 11, 0.91, 11.91, credit
13949, 2023-4-27, 14:47:4, 22, 1.82, 23.82, cash
13950, 2023-4-27, 20:59:37, 18, 1.49, 19.48, debit
13951, 2023-4-27, 22:53:15, 28, 2.31, 30.31, credit
13952, 2023-4-27, 21:48:17, 9, 0.74, 9.74, cash
13953, 2023-4-27, 18:54:26, 17, 1.40, 18.40, cash
13954, 2023-4-27, 11:8:25, 27, 2.23, 29.23, credit
13955, 2023-4-27, 18:39:59, 11, 0.91, 11.91, credit
13956, 2023-4-27, 13:17:39, 24, 1.98, 25.98, debit
13957, 2023-4-27, 14:27:50, 21, 1.73, 22.73, credit
13958, 2023-4-27, 15:33:33, 9, 0.74, 9.74, credit
13959, 2023-4-27, 12:37:13, 21, 1.73, 22.73, credit
13960, 2023-4-27, 17:37:39, 13, 1.07, 14.07, cash
13961, 2023-4-27, 22:40:24, 17, 1.40, 18.40, cash
13962, 2023-4-27, 21:52:29, 19, 1.57, 20.57, credit
13963, 2023-4-27, 11:13:14, 10, 0.83, 10.82, debit
13964, 2023-4-27, 18:49:47, 18, 1.49, 19.48, debit
13965, 2023-4-27, 12:35:54, 9, 0.74, 9.74, debit
13966, 2023-4-27, 18:26:49, 25, 2.06, 27.06, debit
13967, 2023-4-27, 15:39:9, 19, 1.57, 20.57, credit
13968, 2023-4-27, 17:46:53, 28, 2.31, 30.31, debit
13969, 2023-4-27, 13:10:3, 26, 2.15, 28.14, debit
13970, 2023-4-27, 15:38:11, 17, 1.40, 18.40, credit
13971, 2023-4-27, 19:6:38, 28, 2.31, 30.31, credit
13972, 2023-4-27, 17:22:3, 19, 1.57, 20.57, debit
13973, 2023-4-27, 15:49:52, 29, 2.39, 31.39, debit
13974, 2023-4-27, 17:52:29, 14, 1.16, 15.15, credit
13975, 2023-4-27, 12:51:19, 28, 2.31, 30.31, cash
13976, 2023-4-27, 18:1:4, 26, 2.15, 28.14, cash
13977, 2023-4-27, 16:3:14, 11, 0.91, 11.91, cash
13978, 2023-4-27, 12:37:2, 17, 1.40, 18.40, credit
13979, 2023-4-27, 16:24:46, 26, 2.15, 28.14, cash
13980, 2023-4-27, 20:31:10, 28, 2.31, 30.31, cash
13981, 2023-4-27, 21:54:52, 21, 1.73, 22.73, debit
13982, 2023-4-27, 14:51:40, 27, 2.23, 29.23, cash
13983, 2023-4-27, 15:34:13, 14, 1.16, 15.15, credit
13984, 2023-4-27, 20:42:24, 6, 0.49, 6.50, debit
13985, 2023-4-27, 21:42:45, 10, 0.83, 10.82, credit
13986, 2023-4-27, 17:25:34, 26, 2.15, 28.14, credit
13987, 2023-4-27, 20:33:41, 26, 2.15, 28.14, debit
13988, 2023-4-27, 14:7:50, 13, 1.07, 14.07, debit
13989, 2023-4-27, 15:36:36, 11, 0.91, 11.91, debit
13990, 2023-4-27, 19:22:3, 21, 1.73, 22.73, debit
13991, 2023-4-27, 15:58:20, 26, 2.15, 28.14, debit
13992, 2023-4-27, 11:52:58, 21, 1.73, 22.73, cash
13993, 2023-4-27, 19:11:54, 9, 0.74, 9.74, credit
13994, 2023-4-27, 12:3:20, 23, 1.90, 24.90, credit
13995, 2023-4-27, 11:25:26, 22, 1.82, 23.82, debit
13996, 2023-4-27, 17:19:36, 20, 1.65, 21.65, credit
13997, 2023-4-27, 17:55:1, 12, 0.99, 12.99, credit
13998, 2023-4-27, 11:56:59, 21, 1.73, 22.73, credit
13999, 2023-4-27, 22:2:29, 29, 2.39, 31.39, cash
14000, 2023-4-27, 14:27:46, 8, 0.66, 8.66, credit
14001, 2023-4-27, 13:26:59, 8, 0.66, 8.66, credit
14002, 2023-4-27, 14:28:36, 29, 2.39, 31.39, credit
14003, 2023-4-27, 12:40:52, 20, 1.65, 21.65, credit
14004, 2023-4-27, 22:41:16, 7, 0.58, 7.58, credit
14005, 2023-4-27, 15:48:4, 17, 1.40, 18.40, cash
14006, 2023-4-27, 11:11:34, 24, 1.98, 25.98, cash
14007, 2023-4-27, 17:29:40, 29, 2.39, 31.39, cash
14008, 2023-4-27, 19:16:34, 10, 0.83, 10.82, credit
14009, 2023-4-27, 14:21:28, 8, 0.66, 8.66, debit
14010, 2023-4-27, 17:37:51, 15, 1.24, 16.24, cash
14011, 2023-4-27, 16:21:31, 27, 2.23, 29.23, credit
14012, 2023-4-27, 14:37:59, 7, 0.58, 7.58, cash
14013, 2023-4-27, 17:58:38, 8, 0.66, 8.66, credit
14014, 2023-4-27, 19:48:49, 13, 1.07, 14.07, credit
14015, 2023-4-27, 13:43:47, 13, 1.07, 14.07, credit
14016, 2023-4-27, 13:50:53, 10, 0.83, 10.82, cash
14017, 2023-4-27, 18:2:56, 25, 2.06, 27.06, debit
14018, 2023-4-27, 14:25:10, 17, 1.40, 18.40, credit
14019, 2023-4-27, 14:41:43, 10, 0.83, 10.82, cash
14020, 2023-4-27, 21:28:7, 18, 1.49, 19.48, credit
14021, 2023-4-27, 19:49:3, 10, 0.83, 10.82, credit
14022, 2023-4-27, 11:37:9, 13, 1.07, 14.07, debit
14023, 2023-4-27, 12:10:10, 19, 1.57, 20.57, debit
14024, 2023-4-27, 17:16:37, 21, 1.73, 22.73, credit
14025, 2023-4-27, 21:0:5, 8, 0.66, 8.66, cash
14026, 2023-4-27, 19:29:23, 6, 0.49, 6.50, debit
14027, 2023-4-27, 20:42:14, 25, 2.06, 27.06, debit
14028, 2023-4-27, 20:42:42, 6, 0.49, 6.50, cash
14029, 2023-4-27, 21:38:46, 25, 2.06, 27.06, debit
14030, 2023-4-27, 22:45:35, 12, 0.99, 12.99, cash
14031, 2023-4-27, 17:43:56, 18, 1.49, 19.48, credit
14032, 2023-4-27, 12:52:19, 25, 2.06, 27.06, debit
14033, 2023-4-27, 17:12:11, 17, 1.40, 18.40, cash
14034, 2023-4-27, 17:19:15, 5, 0.41, 5.41, debit
14035, 2023-4-27, 15:44:29, 8, 0.66, 8.66, credit
14036, 2023-4-27, 18:44:57, 6, 0.49, 6.50, credit
14037, 2023-4-27, 21:56:43, 22, 1.82, 23.82, cash
14038, 2023-4-27, 12:43:49, 24, 1.98, 25.98, debit
14039, 2023-4-28, 18:46:17, 23, 1.90, 24.90, credit
14040, 2023-4-28, 16:29:30, 11, 0.91, 11.91, cash
14041, 2023-4-28, 14:5:52, 25, 2.06, 27.06, credit
14042, 2023-4-28, 20:17:28, 27, 2.23, 29.23, credit
14043, 2023-4-28, 13:14:2, 14, 1.16, 15.15, credit
14044, 2023-4-28, 20:12:42, 24, 1.98, 25.98, credit
14045, 2023-4-28, 13:1:49, 27, 2.23, 29.23, credit
14046, 2023-4-28, 20:18:35, 20, 1.65, 21.65, debit
14047, 2023-4-28, 12:40:16, 17, 1.40, 18.40, debit
14048, 2023-4-28, 19:30:11, 24, 1.98, 25.98, cash
14049, 2023-4-28, 11:51:54, 9, 0.74, 9.74, debit
14050, 2023-4-28, 11:24:25, 14, 1.16, 15.15, credit
14051, 2023-4-28, 11:8:22, 18, 1.49, 19.48, debit
14052, 2023-4-28, 21:13:47, 18, 1.49, 19.48, debit
14053, 2023-4-28, 12:5:11, 8, 0.66, 8.66, debit
14054, 2023-4-28, 22:8:25, 18, 1.49, 19.48, debit
14055, 2023-4-28, 22:1:34, 11, 0.91, 11.91, cash
14056, 2023-4-28, 12:4:18, 13, 1.07, 14.07, debit
14057, 2023-4-28, 17:0:12, 21, 1.73, 22.73, credit
14058, 2023-4-28, 13:38:45, 13, 1.07, 14.07, credit
14059, 2023-4-28, 20:29:55, 15, 1.24, 16.24, debit
14060, 2023-4-28, 16:30:43, 22, 1.82, 23.82, cash
14061, 2023-4-28, 13:47:50, 10, 0.83, 10.82, debit
14062, 2023-4-28, 13:15:26, 5, 0.41, 5.41, credit
14063, 2023-4-28, 22:23:38, 12, 0.99, 12.99, cash
14064, 2023-4-28, 12:7:21, 9, 0.74, 9.74, credit
14065, 2023-4-28, 22:36:22, 9, 0.74, 9.74, cash
14066, 2023-4-28, 17:47:40, 29, 2.39, 31.39, cash
14067, 2023-4-28, 15:10:9, 6, 0.49, 6.50, cash
14068, 2023-4-28, 18:45:14, 5, 0.41, 5.41, cash
14069, 2023-4-28, 15:26:59, 9, 0.74, 9.74, debit
14070, 2023-4-28, 18:51:37, 9, 0.74, 9.74, cash
14071, 2023-4-28, 22:0:51, 15, 1.24, 16.24, cash
14072, 2023-4-28, 19:9:40, 18, 1.49, 19.48, cash
14073, 2023-4-28, 14:31:37, 5, 0.41, 5.41, debit
14074, 2023-4-28, 20:32:45, 28, 2.31, 30.31, debit
14075, 2023-4-28, 16:49:47, 7, 0.58, 7.58, credit
14076, 2023-4-28, 20:1:39, 7, 0.58, 7.58, cash
14077, 2023-4-28, 17:46:19, 10, 0.83, 10.82, debit
14078, 2023-4-28, 13:33:4, 10, 0.83, 10.82, credit
14079, 2023-4-28, 20:21:59, 27, 2.23, 29.23, credit
14080, 2023-4-28, 19:34:0, 20, 1.65, 21.65, credit
14081, 2023-4-28, 22:12:3, 23, 1.90, 24.90, credit
14082, 2023-4-28, 19:14:24, 14, 1.16, 15.15, debit
14083, 2023-4-28, 17:44:49, 6, 0.49, 6.50, credit
14084, 2023-4-28, 22:37:40, 6, 0.49, 6.50, cash
14085, 2023-4-28, 19:1:20, 12, 0.99, 12.99, credit
14086, 2023-4-28, 15:55:32, 20, 1.65, 21.65, cash
14087, 2023-4-28, 21:40:34, 25, 2.06, 27.06, cash
14088, 2023-4-28, 12:52:59, 22, 1.82, 23.82, credit
14089, 2023-4-28, 11:11:41, 22, 1.82, 23.82, debit
14090, 2023-4-28, 16:13:11, 17, 1.40, 18.40, credit
14091, 2023-4-28, 18:39:56, 9, 0.74, 9.74, credit
14092, 2023-4-28, 16:48:35, 19, 1.57, 20.57, debit
14093, 2023-4-28, 15:30:15, 13, 1.07, 14.07, cash
14094, 2023-4-28, 14:38:40, 14, 1.16, 15.15, cash
14095, 2023-4-28, 17:46:58, 26, 2.15, 28.14, credit
14096, 2023-4-28, 15:0:51, 19, 1.57, 20.57, cash
14097, 2023-4-28, 11:26:29, 25, 2.06, 27.06, cash
14098, 2023-4-28, 15:21:3, 29, 2.39, 31.39, credit
14099, 2023-4-28, 21:31:43, 27, 2.23, 29.23, credit
14100, 2023-4-28, 12:40:56, 26, 2.15, 28.14, debit
14101, 2023-4-28, 18:45:56, 21, 1.73, 22.73, cash
14102, 2023-4-28, 15:0:44, 7, 0.58, 7.58, credit
14103, 2023-4-28, 13:32:18, 29, 2.39, 31.39, credit
14104, 2023-4-28, 22:45:28, 21, 1.73, 22.73, credit
14105, 2023-4-28, 12:44:34, 14, 1.16, 15.15, credit
14106, 2023-4-28, 13:48:56, 6, 0.49, 6.50, cash
14107, 2023-4-28, 15:54:56, 15, 1.24, 16.24, credit
14108, 2023-4-28, 18:52:49, 11, 0.91, 11.91, credit
14109, 2023-4-28, 20:18:42, 27, 2.23, 29.23, credit
14110, 2023-4-28, 18:29:47, 19, 1.57, 20.57, cash
14111, 2023-4-28, 12:4:51, 21, 1.73, 22.73, credit
14112, 2023-4-28, 21:52:17, 27, 2.23, 29.23, debit
14113, 2023-4-28, 18:24:59, 6, 0.49, 6.50, cash
14114, 2023-4-28, 11:8:26, 16, 1.32, 17.32, debit
14115, 2023-4-28, 18:52:33, 26, 2.15, 28.14, credit
14116, 2023-4-28, 13:30:29, 27, 2.23, 29.23, debit
14117, 2023-4-28, 17:23:8, 25, 2.06, 27.06, cash
14118, 2023-4-28, 18:49:21, 29, 2.39, 31.39, cash
14119, 2023-4-28, 17:58:46, 27, 2.23, 29.23, debit
14120, 2023-4-28, 17:33:39, 23, 1.90, 24.90, cash
14121, 2023-4-28, 15:45:47, 9, 0.74, 9.74, credit
14122, 2023-4-28, 12:29:53, 12, 0.99, 12.99, cash
14123, 2023-4-28, 14:24:19, 29, 2.39, 31.39, cash
14124, 2023-4-28, 21:53:43, 5, 0.41, 5.41, debit
14125, 2023-4-28, 15:36:34, 12, 0.99, 12.99, cash
14126, 2023-4-28, 21:49:8, 26, 2.15, 28.14, credit
14127, 2023-4-28, 21:47:57, 24, 1.98, 25.98, cash
14128, 2023-4-28, 16:59:40, 27, 2.23, 29.23, cash
14129, 2023-4-28, 18:58:15, 20, 1.65, 21.65, credit
14130, 2023-4-28, 20:49:50, 28, 2.31, 30.31, cash
14131, 2023-4-28, 22:33:47, 5, 0.41, 5.41, credit
14132, 2023-4-28, 20:17:41, 28, 2.31, 30.31, credit
14133, 2023-4-28, 22:43:15, 29, 2.39, 31.39, credit
14134, 2023-4-28, 11:16:0, 7, 0.58, 7.58, cash
14135, 2023-4-28, 12:48:5, 21, 1.73, 22.73, debit
14136, 2023-4-28, 14:59:11, 8, 0.66, 8.66, credit
14137, 2023-4-28, 13:53:13, 14, 1.16, 15.15, credit
14138, 2023-4-28, 20:50:17, 23, 1.90, 24.90, credit
14139, 2023-4-28, 18:28:42, 9, 0.74, 9.74, credit
14140, 2023-4-28, 20:26:10, 17, 1.40, 18.40, debit
14141, 2023-4-28, 22:1:9, 15, 1.24, 16.24, debit
14142, 2023-4-28, 17:47:11, 29, 2.39, 31.39, cash
14143, 2023-4-28, 22:48:32, 11, 0.91, 11.91, debit
14144, 2023-4-28, 15:11:10, 28, 2.31, 30.31, credit
14145, 2023-4-28, 19:2:22, 16, 1.32, 17.32, debit
14146, 2023-4-28, 22:22:7, 24, 1.98, 25.98, cash
14147, 2023-4-28, 11:46:0, 29, 2.39, 31.39, cash
14148, 2023-4-28, 17:25:42, 25, 2.06, 27.06, credit
14149, 2023-4-28, 15:0:54, 13, 1.07, 14.07, credit
14150, 2023-4-28, 12:14:6, 12, 0.99, 12.99, credit
14151, 2023-4-28, 14:21:4, 21, 1.73, 22.73, debit
14152, 2023-4-28, 14:1:9, 6, 0.49, 6.50, cash
14153, 2023-4-28, 18:17:58, 28, 2.31, 30.31, credit
14154, 2023-4-28, 19:44:15, 16, 1.32, 17.32, debit
14155, 2023-4-28, 14:19:50, 5, 0.41, 5.41, debit
14156, 2023-4-28, 18:26:6, 17, 1.40, 18.40, credit
14157, 2023-4-28, 19:22:48, 11, 0.91, 11.91, credit
14158, 2023-4-28, 19:23:19, 5, 0.41, 5.41, cash
14159, 2023-4-28, 15:8:2, 13, 1.07, 14.07, debit
14160, 2023-4-28, 12:37:12, 6, 0.49, 6.50, cash
14161, 2023-4-28, 22:29:37, 26, 2.15, 28.14, cash
14162, 2023-4-28, 18:43:25, 11, 0.91, 11.91, credit
14163, 2023-4-28, 18:11:17, 8, 0.66, 8.66, debit
14164, 2023-4-28, 14:28:0, 18, 1.49, 19.48, cash
14165, 2023-4-28, 15:41:6, 17, 1.40, 18.40, cash
14166, 2023-4-28, 13:49:6, 21, 1.73, 22.73, debit
14167, 2023-4-28, 19:24:20, 15, 1.24, 16.24, cash
14168, 2023-4-28, 20:28:46, 18, 1.49, 19.48, cash
14169, 2023-4-28, 20:48:59, 7, 0.58, 7.58, credit
14170, 2023-4-28, 11:11:2, 22, 1.82, 23.82, credit
14171, 2023-4-28, 20:53:44, 23, 1.90, 24.90, cash
14172, 2023-4-28, 11:39:25, 26, 2.15, 28.14, cash
14173, 2023-4-28, 15:59:50, 18, 1.49, 19.48, cash
14174, 2023-4-28, 22:18:26, 5, 0.41, 5.41, debit
14175, 2023-4-28, 12:38:59, 8, 0.66, 8.66, cash
14176, 2023-4-28, 21:16:15, 11, 0.91, 11.91, debit
14177, 2023-4-28, 14:13:23, 16, 1.32, 17.32, credit
14178, 2023-4-28, 14:50:56, 24, 1.98, 25.98, debit
14179, 2023-4-28, 18:13:3, 6, 0.49, 6.50, debit
14180, 2023-4-28, 17:6:18, 16, 1.32, 17.32, credit
14181, 2023-4-28, 14:6:41, 28, 2.31, 30.31, credit
14182, 2023-4-28, 16:32:17, 16, 1.32, 17.32, credit
14183, 2023-4-28, 11:27:15, 16, 1.32, 17.32, credit
14184, 2023-4-28, 17:7:53, 25, 2.06, 27.06, cash
14185, 2023-4-28, 22:10:6, 6, 0.49, 6.50, cash
14186, 2023-4-28, 13:53:33, 24, 1.98, 25.98, debit
14187, 2023-4-28, 21:19:20, 22, 1.82, 23.82, cash
14188, 2023-4-28, 21:1:26, 8, 0.66, 8.66, debit
14189, 2023-4-28, 16:0:20, 27, 2.23, 29.23, debit
14190, 2023-4-28, 15:0:19, 14, 1.16, 15.15, credit
14191, 2023-4-28, 12:39:52, 8, 0.66, 8.66, credit
14192, 2023-4-28, 16:11:18, 27, 2.23, 29.23, debit
14193, 2023-4-28, 17:11:11, 24, 1.98, 25.98, cash
14194, 2023-4-28, 22:9:16, 11, 0.91, 11.91, credit
14195, 2023-4-28, 22:45:26, 9, 0.74, 9.74, cash
14196, 2023-4-28, 14:48:16, 6, 0.49, 6.50, cash
14197, 2023-4-28, 21:54:49, 18, 1.49, 19.48, cash
14198, 2023-4-28, 13:23:7, 21, 1.73, 22.73, debit
14199, 2023-4-28, 19:20:56, 6, 0.49, 6.50, debit
14200, 2023-4-28, 17:37:59, 20, 1.65, 21.65, credit
14201, 2023-4-28, 22:40:2, 5, 0.41, 5.41, debit
14202, 2023-4-29, 15:45:34, 25, 2.06, 27.06, cash
14203, 2023-4-29, 18:47:59, 9, 0.74, 9.74, cash
14204, 2023-4-29, 14:18:56, 14, 1.16, 15.15, credit
14205, 2023-4-29, 22:31:2, 28, 2.31, 30.31, cash
14206, 2023-4-29, 22:47:41, 18, 1.49, 19.48, cash
14207, 2023-4-29, 19:3:26, 17, 1.40, 18.40, debit
14208, 2023-4-29, 14:18:55, 9, 0.74, 9.74, debit
14209, 2023-4-29, 13:14:16, 13, 1.07, 14.07, cash
14210, 2023-4-29, 22:27:46, 7, 0.58, 7.58, cash
14211, 2023-4-29, 15:48:49, 16, 1.32, 17.32, cash
14212, 2023-4-29, 22:11:34, 13, 1.07, 14.07, debit
14213, 2023-4-29, 21:3:42, 17, 1.40, 18.40, credit
14214, 2023-4-29, 11:52:36, 9, 0.74, 9.74, credit
14215, 2023-4-29, 20:26:34, 29, 2.39, 31.39, cash
14216, 2023-4-29, 13:36:29, 27, 2.23, 29.23, cash
14217, 2023-4-29, 15:49:34, 9, 0.74, 9.74, cash
14218, 2023-4-29, 12:4:17, 15, 1.24, 16.24, credit
14219, 2023-4-29, 19:45:25, 24, 1.98, 25.98, credit
14220, 2023-4-29, 18:54:8, 27, 2.23, 29.23, debit
14221, 2023-4-29, 16:33:50, 11, 0.91, 11.91, cash
14222, 2023-4-29, 20:18:34, 10, 0.83, 10.82, credit
14223, 2023-4-29, 13:32:24, 18, 1.49, 19.48, cash
14224, 2023-4-29, 16:5:2, 26, 2.15, 28.14, cash
14225, 2023-4-29, 15:31:15, 25, 2.06, 27.06, credit
14226, 2023-4-29, 20:34:45, 15, 1.24, 16.24, credit
14227, 2023-4-29, 11:22:31, 13, 1.07, 14.07, debit
14228, 2023-4-29, 13:0:41, 22, 1.82, 23.82, credit
14229, 2023-4-29, 12:12:19, 27, 2.23, 29.23, cash
14230, 2023-4-29, 18:21:7, 11, 0.91, 11.91, credit
14231, 2023-4-29, 20:35:14, 9, 0.74, 9.74, credit
14232, 2023-4-29, 12:8:55, 10, 0.83, 10.82, debit
14233, 2023-4-29, 18:52:34, 15, 1.24, 16.24, debit
14234, 2023-4-29, 14:28:43, 13, 1.07, 14.07, credit
14235, 2023-4-29, 18:51:52, 10, 0.83, 10.82, cash
14236, 2023-4-29, 22:38:29, 8, 0.66, 8.66, debit
14237, 2023-4-29, 15:35:58, 6, 0.49, 6.50, credit
14238, 2023-4-29, 18:21:8, 22, 1.82, 23.82, cash
14239, 2023-4-29, 19:14:27, 9, 0.74, 9.74, debit
14240, 2023-4-29, 18:37:14, 17, 1.40, 18.40, debit
14241, 2023-4-29, 22:19:57, 11, 0.91, 11.91, credit
14242, 2023-4-29, 14:14:22, 24, 1.98, 25.98, cash
14243, 2023-4-29, 11:27:56, 24, 1.98, 25.98, credit
14244, 2023-4-29, 17:57:22, 26, 2.15, 28.14, credit
14245, 2023-4-29, 11:54:4, 25, 2.06, 27.06, debit
14246, 2023-4-29, 22:11:21, 19, 1.57, 20.57, credit
14247, 2023-4-29, 19:34:25, 14, 1.16, 15.15, cash
14248, 2023-4-29, 11:51:25, 18, 1.49, 19.48, debit
14249, 2023-4-29, 15:53:31, 16, 1.32, 17.32, cash
14250, 2023-4-29, 17:42:21, 16, 1.32, 17.32, credit
14251, 2023-4-29, 20:48:37, 24, 1.98, 25.98, cash
14252, 2023-4-29, 11:59:37, 17, 1.40, 18.40, cash
14253, 2023-4-29, 21:29:0, 28, 2.31, 30.31, cash
14254, 2023-4-29, 18:5:21, 5, 0.41, 5.41, debit
14255, 2023-4-29, 18:34:10, 6, 0.49, 6.50, debit
14256, 2023-4-29, 15:48:40, 25, 2.06, 27.06, debit
14257, 2023-4-29, 17:37:52, 15, 1.24, 16.24, credit
14258, 2023-4-29, 11:3:51, 19, 1.57, 20.57, cash
14259, 2023-4-29, 12:26:37, 5, 0.41, 5.41, cash
14260, 2023-4-29, 16:32:2, 14, 1.16, 15.15, credit
14261, 2023-4-29, 17:51:8, 29, 2.39, 31.39, debit
14262, 2023-4-29, 11:40:9, 10, 0.83, 10.82, debit
14263, 2023-4-29, 20:13:30, 5, 0.41, 5.41, cash
14264, 2023-4-29, 11:28:58, 23, 1.90, 24.90, debit
14265, 2023-4-29, 19:39:2, 12, 0.99, 12.99, cash
14266, 2023-4-29, 15:11:42, 29, 2.39, 31.39, cash
14267, 2023-4-29, 13:19:27, 26, 2.15, 28.14, cash
14268, 2023-4-29, 16:43:34, 26, 2.15, 28.14, credit
14269, 2023-4-29, 13:41:53, 22, 1.82, 23.82, credit
14270, 2023-4-29, 22:47:21, 18, 1.49, 19.48, debit
14271, 2023-4-29, 14:59:27, 25, 2.06, 27.06, cash
14272, 2023-4-29, 16:9:16, 19, 1.57, 20.57, credit
14273, 2023-4-29, 18:47:25, 8, 0.66, 8.66, cash
14274, 2023-4-29, 15:48:47, 22, 1.82, 23.82, debit
14275, 2023-4-29, 19:10:31, 7, 0.58, 7.58, debit
14276, 2023-4-29, 11:26:10, 25, 2.06, 27.06, debit
14277, 2023-4-29, 16:13:26, 25, 2.06, 27.06, debit
14278, 2023-4-29, 22:23:6, 25, 2.06, 27.06, cash
14279, 2023-4-29, 20:54:46, 19, 1.57, 20.57, debit
14280, 2023-4-29, 17:48:43, 8, 0.66, 8.66, debit
14281, 2023-4-29, 17:33:7, 13, 1.07, 14.07, credit
14282, 2023-4-29, 22:29:33, 28, 2.31, 30.31, cash
14283, 2023-4-29, 21:29:25, 20, 1.65, 21.65, debit
14284, 2023-4-29, 11:13:28, 27, 2.23, 29.23, credit
14285, 2023-4-29, 12:41:34, 9, 0.74, 9.74, debit
14286, 2023-4-29, 12:52:52, 16, 1.32, 17.32, credit
14287, 2023-4-29, 12:29:38, 28, 2.31, 30.31, credit
14288, 2023-4-29, 21:50:18, 5, 0.41, 5.41, debit
14289, 2023-4-29, 21:48:33, 23, 1.90, 24.90, credit
14290, 2023-4-29, 17:33:4, 10, 0.83, 10.82, credit
14291, 2023-4-29, 22:18:33, 15, 1.24, 16.24, cash
14292, 2023-4-29, 14:39:24, 24, 1.98, 25.98, debit
14293, 2023-4-29, 16:54:56, 23, 1.90, 24.90, credit
14294, 2023-4-29, 13:36:59, 15, 1.24, 16.24, cash
14295, 2023-4-29, 15:3:53, 25, 2.06, 27.06, credit
14296, 2023-4-29, 16:11:54, 22, 1.82, 23.82, credit
14297, 2023-4-29, 22:25:58, 18, 1.49, 19.48, credit
14298, 2023-4-29, 11:4:31, 23, 1.90, 24.90, credit
14299, 2023-4-29, 14:7:35, 6, 0.49, 6.50, cash
14300, 2023-4-29, 13:27:34, 26, 2.15, 28.14, debit
14301, 2023-4-29, 21:19:22, 11, 0.91, 11.91, debit
14302, 2023-4-29, 19:47:45, 11, 0.91, 11.91, credit
14303, 2023-4-29, 17:15:15, 26, 2.15, 28.14, cash
14304, 2023-4-29, 21:13:45, 13, 1.07, 14.07, debit
14305, 2023-4-29, 21:29:9, 6, 0.49, 6.50, credit
14306, 2023-4-29, 20:12:21, 28, 2.31, 30.31, cash
14307, 2023-4-29, 13:4:57, 22, 1.82, 23.82, debit
14308, 2023-4-29, 22:47:39, 21, 1.73, 22.73, debit
14309, 2023-4-29, 15:49:48, 18, 1.49, 19.48, debit
14310, 2023-4-29, 16:11:35, 25, 2.06, 27.06, credit
14311, 2023-4-29, 20:16:8, 23, 1.90, 24.90, credit
14312, 2023-4-29, 19:10:49, 28, 2.31, 30.31, debit
14313, 2023-4-29, 15:23:38, 6, 0.49, 6.50, debit
14314, 2023-4-29, 14:7:37, 19, 1.57, 20.57, cash
14315, 2023-4-29, 13:25:51, 28, 2.31, 30.31, cash
14316, 2023-4-29, 22:7:46, 14, 1.16, 15.15, debit
14317, 2023-4-29, 18:25:41, 6, 0.49, 6.50, cash
14318, 2023-4-29, 17:47:8, 14, 1.16, 15.15, credit
14319, 2023-4-29, 14:44:7, 14, 1.16, 15.15, debit
14320, 2023-4-29, 21:44:40, 8, 0.66, 8.66, credit
14321, 2023-4-29, 16:34:14, 22, 1.82, 23.82, cash
14322, 2023-4-29, 21:3:9, 7, 0.58, 7.58, debit
14323, 2023-4-29, 12:31:58, 5, 0.41, 5.41, debit
14324, 2023-4-29, 19:35:29, 7, 0.58, 7.58, cash
14325, 2023-4-29, 16:10:15, 19, 1.57, 20.57, cash
14326, 2023-4-29, 20:32:49, 18, 1.49, 19.48, credit
14327, 2023-4-29, 19:43:36, 10, 0.83, 10.82, credit
14328, 2023-4-29, 18:56:40, 12, 0.99, 12.99, credit
14329, 2023-4-29, 11:45:41, 25, 2.06, 27.06, cash
14330, 2023-4-29, 12:54:51, 17, 1.40, 18.40, credit
14331, 2023-4-29, 14:6:2, 8, 0.66, 8.66, cash
14332, 2023-4-29, 14:49:56, 18, 1.49, 19.48, credit
14333, 2023-4-29, 16:18:41, 9, 0.74, 9.74, debit
14334, 2023-4-29, 17:55:46, 23, 1.90, 24.90, credit
14335, 2023-4-29, 21:35:27, 5, 0.41, 5.41, cash
14336, 2023-4-29, 11:29:15, 12, 0.99, 12.99, debit
14337, 2023-4-29, 12:52:58, 17, 1.40, 18.40, debit
14338, 2023-4-29, 20:14:21, 14, 1.16, 15.15, cash
14339, 2023-4-29, 21:13:28, 15, 1.24, 16.24, debit
14340, 2023-4-29, 12:51:59, 14, 1.16, 15.15, debit
14341, 2023-4-29, 19:0:11, 24, 1.98, 25.98, cash
